YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
2003,11,20,49.26436245,-123.18588510000001,12,15,3,1,23
2003,3,20,49.26436245,-123.18588510000001,21,27,3,1,23
2003,4,4,49.26489261,-123.1623832,7,45,4,1,9
2003,3,30,49.26489261,-123.1623832,15,30,6,1,9
2003,12,27,49.26529539,-123.1360764,17,6,5,1,3
2003,12,27,49.26537061,-123.14085990000001,22,40,5,1,3
2003,8,26,49.26492276,-123.11474309999998,12,30,1,1,11
2003,7,24,49.26477360000001,-123.1108942,8,0,3,1,11
2003,8,30,49.20697184,-123.1346669,8,14,5,1,10
2003,1,26,49.20844469,-123.12886340000001,12,36,6,1,10
2003,6,14,49.2084117,-123.1261587,1,40,5,1,10
2003,11,5,49.20836882,-123.12422269999999,16,14,2,1,10
2003,1,18,49.20836882,-123.12422269999999,11,0,5,1,10
2003,12,4,49.26586213,-123.1197898,20,3,3,1,3
2003,2,28,49.26586213,-123.1197898,10,51,4,1,3
2003,4,16,49.26630015,-123.14567340000002,17,5,2,1,9
2003,4,2,49.21316421,-123.11465079999999,8,16,2,1,10
2003,10,4,49.21502489,-123.1475412,9,10,5,1,10
2003,8,9,49.21932485,-123.1401385,9,6,5,1,10
2003,10,5,49.22153322,-123.12851289999999,12,45,6,1,13
2003,8,14,49.22410836,-123.14175890000001,18,30,3,1,7
2003,8,6,49.22536443,-123.12090049999999,17,29,2,1,13
2003,9,14,49.2681826,-123.1575142,9,38,6,1,9
2003,1,25,49.2681826,-123.1575142,14,30,5,1,9
2003,4,13,49.26846213,-123.175756,23,30,6,1,9
2003,4,29,49.2679583,-123.1432453,19,0,1,1,3
2003,4,7,49.26791623,-123.14088090000001,8,15,0,1,3
2003,4,7,49.26791623,-123.14088090000001,8,0,0,1,3
2003,4,7,49.26858478,-123.1836466,8,30,0,1,9
2003,10,15,49.26849514,-123.1776943,18,30,2,1,9
2003,6,28,49.2685995,-123.18569479999998,0,34,5,1,23
2003,3,23,49.2685995,-123.18569479999998,14,50,6,1,23
2003,11,3,49.22719854,-123.1588122,10,0,0,1,7
2003,7,9,49.22573896,-123.1059037,19,35,2,1,13
2003,8,28,49.22696223,-123.13981670000001,12,0,3,1,7
2003,5,2,49.22696223,-123.13981670000001,11,29,4,1,7
2003,4,30,49.22696223,-123.13981670000001,9,55,2,1,7
2003,2,8,49.22696223,-123.13981670000001,5,39,5,1,7
2003,9,22,49.22701157,-123.1435938,13,15,0,1,7
2003,9,19,49.22747035,-123.1282811,9,53,4,1,13
2003,7,16,49.22747035,-123.1282811,14,22,2,1,13
2003,11,17,49.22699725,-123.1163446,17,45,0,1,13
2003,6,11,49.2298039,-123.11621389999999,20,40,2,1,13
2003,11,19,49.23376283,-123.123888,17,35,2,1,13
2003,1,4,49.23388418,-123.12809170000001,9,44,5,1,13
2003,4,15,49.23467711,-123.1627511,8,40,1,1,7
2003,3,10,49.23477315,-123.1883428,12,55,0,1,2
2003,10,16,49.23433856,-123.1396315,0,7,3,1,7
2003,4,7,49.23433856,-123.1396315,12,45,0,1,7
2003,8,29,49.23475627,-123.18203759999999,8,25,4,1,2
2003,9,23,49.23473408,-123.1730675,10,12,1,1,7
2003,1,20,49.23473901,-123.17575990000002,15,20,0,1,7
2003,7,5,49.233818400000004,-123.1223909,15,55,5,1,17
2003,6,20,49.23365219,-123.1178713,16,20,4,1,17
2003,5,16,49.26889985,-123.1455986,15,30,4,1,9
2003,5,14,49.23855752,-123.17867209999999,9,22,2,1,2
2003,5,22,49.23918487,-123.15538870000002,12,25,3,1,0
2003,12,20,49.24237014,-123.185253,17,45,5,1,2
2003,10,18,49.24211087,-123.1534882,17,12,5,1,0
2003,10,12,49.24211087,-123.1534882,8,38,6,1,0
2003,3,28,49.25261302,-123.1274118,17,20,4,1,16
2003,5,16,49.25352158,-123.12737290000001,17,59,4,1,16
2003,6,1,49.25398411,-123.1152125,18,40,6,1,17
2003,3,1,49.25649262,-123.19080290000001,0,55,5,1,2
2003,11,28,49.25586420000001,-123.11512069999999,16,43,4,1,17
2003,1,2,49.25751293,-123.1649289,19,0,3,1,0
2003,5,24,49.25800406,-123.1851191,9,50,5,1,9
2003,5,15,49.25877373,-123.17612009999999,11,51,3,1,9
2003,6,14,49.25871249,-123.12676780000001,3,52,5,1,3
2003,10,22,49.25883036,-123.1339147,18,14,2,1,3
2003,8,5,49.25883036,-123.1339147,19,50,1,1,3
2003,8,4,49.26111206,-123.15773909999999,16,30,0,1,9
2003,1,16,49.26111206,-123.15773909999999,8,12,3,1,9
2003,6,17,49.26118317,-123.1647899,12,39,1,1,9
2003,10,7,49.26030665,-123.10699469999999,9,20,1,1,11
2003,6,8,49.26137606,-123.16826780000001,8,33,6,1,9
2003,11,3,49.26049183,-123.11994170000001,10,4,0,1,3
2003,9,17,49.26079466,-123.13870279999999,2,42,2,1,3
2003,8,22,49.26079466,-123.13870279999999,6,10,4,1,3
2003,3,27,49.26083667,-123.1411493,6,0,3,1,3
2003,5,21,49.26038892,-123.11499380000001,23,55,2,1,3
2003,11,2,49.26071045,-123.1338373,23,0,6,1,3
2003,1,8,49.26071045,-123.1338373,18,25,2,1,3
2003,12,13,49.26114471,-123.1601581,12,15,5,1,9
2003,4,18,49.26147541,-123.17406809999999,21,20,4,1,9
2003,6,20,49.26173624,-123.14111070000001,19,30,4,1,3
2003,7,14,49.26321113,-123.1682328,12,13,0,1,9
2003,11,25,49.26362063,-123.1939229,19,30,1,1,23
2003,10,14,49.26285454,-123.15297530000001,17,40,1,1,9
2003,8,17,49.26348088,-123.18590929999999,19,25,6,1,23
2003,8,15,49.26111206,-123.15773909999999,15,0,4,1,9
2003,10,9,49.26292918,-123.15767609999999,8,32,3,1,9
2003,7,24,49.24513589,-123.06518009999999,7,0,3,1,6
2003,2,21,49.28120643,-123.0655852,17,45,4,1,4
2003,10,20,49.26228935,-123.06591740000002,19,27,0,1,6
2003,8,16,49.26228935,-123.06591740000002,23,5,5,1,6
2003,8,1,49.26228935,-123.06591740000002,19,0,4,1,6
2003,7,29,49.26228935,-123.06591740000002,17,40,1,1,6
2003,7,20,49.26228935,-123.06591740000002,0,37,6,1,6
2003,10,29,49.22026362,-123.0658753,7,47,2,1,21
2003,7,5,49.22026362,-123.0658753,18,37,5,1,21
2003,12,27,49.22313314,-123.06582409999999,21,55,5,1,21
2003,12,9,49.2251661,-123.0657719,15,30,1,1,21
2003,7,6,49.2251661,-123.0657719,7,53,6,1,21
2003,3,30,49.23268627,-123.06553459999999,20,0,6,1,21
2003,1,16,49.23268627,-123.06553459999999,15,58,3,1,21
2003,11,25,49.23748079,-123.06544479999998,16,10,1,1,6
2003,8,23,49.24405643,-123.06523370000001,17,40,5,1,6
2003,10,26,49.2595368,-123.065955,11,5,6,1,6
2003,1,3,49.2595368,-123.065955,20,48,4,1,6
2003,4,5,49.27664425,-123.06838379999999,15,19,5,1,4
2003,2,28,49.24968607,-123.1592416,8,37,4,1,0
2003,2,14,49.24517845,-123.15333290000001,7,5,4,1,0
2003,4,23,49.23200799,-123.03126280000001,22,20,2,1,14
2003,8,5,49.2246316,-123.03227439999999,13,40,1,1,8
2003,2,20,49.27910633,-123.0565631,9,0,3,1,4
2003,3,1,49.25751293,-123.1649289,20,53,5,1,0
2003,10,7,49.28248538,-123.1280525,14,50,1,1,22
2003,1,11,49.27759257,-123.1354365,5,48,5,1,22
2003,8,23,49.26986066,-123.0838803,17,0,5,1,19
2003,12,20,49.27073057,-123.0874284,14,44,5,1,19
2003,12,20,49.28479868,-123.0597185,17,22,5,1,4
2003,12,12,49.20859717,-123.1209557,17,46,4,1,10
2003,9,23,49.20859717,-123.1209557,11,50,1,1,10
2003,9,5,49.20859717,-123.1209557,23,34,4,1,10
2003,3,20,49.20859717,-123.1209557,11,55,3,1,10
2003,9,15,49.21226023,-123.1099803,14,46,0,1,10
2003,10,11,49.22578166,-123.1684216,18,5,5,1,7
2003,2,6,49.23319243,-123.19232029999999,17,0,3,1,12
2003,12,11,49.207037299999996,-123.1244253,18,25,3,1,10
2003,12,3,49.207037299999996,-123.1244253,16,53,2,1,10
2003,7,9,49.21004931,-123.11716979999999,8,10,2,1,10
2003,11,15,49.29801387,-123.1254657,13,11,5,1,18
2003,7,4,49.31103699,-123.1425722,14,38,4,1,18
2003,8,1,49.23104695,-123.09463819999999,16,5,4,1,20
2003,12,7,49.25376953,-123.0938846,12,20,6,1,15
2003,6,16,49.27716336,-123.1166001,15,36,0,1,1
2003,5,21,49.27716336,-123.1166001,20,0,2,1,1
2003,10,27,49.28221947,-123.1244356,4,15,0,1,22
2003,11,16,49.26200067,-123.04958899999998,1,34,6,1,14
2003,9,23,49.25067568,-123.0496189,18,20,1,1,14
2003,9,22,49.25067568,-123.0496189,1,25,0,1,14
2003,1,26,49.25067568,-123.0496189,10,30,6,1,14
2003,7,11,49.25813085,-123.02854440000002,12,20,4,1,14
2003,10,17,49.24534864,-123.02855079999999,15,55,4,1,14
2003,10,28,49.28071420000001,-123.11880829999998,1,0,1,1,1
2003,10,19,49.27649772,-123.12519109999998,4,40,6,1,1
2003,10,6,49.23277204,-123.0332413,13,49,0,1,14
2003,10,5,49.21221488,-123.07712350000001,9,22,6,1,20
2003,1,10,49.21221488,-123.07712350000001,17,22,4,1,20
2003,6,27,49.20964005,-123.066122,16,18,4,1,21
2003,12,20,49.21108669,-123.09432549999998,1,49,5,1,20
2003,2,26,49.20782638,-123.0389084,16,30,2,1,8
2003,6,9,49.21097231,-123.0911399,16,29,0,1,20
2003,5,2,49.21097231,-123.0911399,9,41,4,1,20
2003,7,25,49.21104304,-123.08070520000001,16,55,4,1,20
2003,3,9,49.21097678,-123.07208259999999,23,30,6,1,21
2003,3,25,49.26728524,-123.0987899,15,50,1,1,11
2003,11,10,49.24069546,-123.0377665,20,0,0,1,14
2003,3,30,49.24069546,-123.0377665,10,45,6,1,14
2003,12,13,49.25812042,-123.0338767,20,0,5,1,14
2003,4,7,49.25812042,-123.0338767,17,0,0,1,14
2003,9,12,49.26381439,-123.0338394,14,24,4,1,5
2003,9,2,49.25230051,-123.03387269999999,8,52,1,1,14
2003,10,23,49.28071420000001,-123.11880829999998,1,30,3,1,1
2003,10,20,49.28010349,-123.1178719,12,30,0,1,1
2003,9,17,49.28010349,-123.1178719,0,38,2,1,1
2003,10,23,49.28263609,-123.1217692,21,59,3,1,1
2003,8,19,49.28941588,-123.13229229999999,19,5,1,1,22
2003,6,25,49.28340971,-123.11287479999999,13,46,2,1,1
2003,1,9,49.28340971,-123.11287479999999,19,18,3,1,1
2003,10,15,49.284706899999996,-123.11092509999999,21,0,2,1,1
2003,9,6,49.2782752,-123.0441058,20,5,5,1,5
2003,3,7,49.26193984,-123.0443249,11,33,4,1,14
2003,4,3,49.25061489,-123.0442598,8,54,3,1,14
2003,5,10,49.27325586,-123.04417009999999,18,32,5,1,5
2003,7,14,49.27494639,-123.1019672,15,32,0,1,1
2003,4,9,49.27658466,-123.08974840000002,13,20,2,1,19
2003,6,30,49.28118883,-123.09147549999999,9,10,0,1,19
2003,10,22,49.23298779,-123.0972105,8,0,2,1,20
2003,7,31,49.23298779,-123.0972105,11,50,3,1,20
2003,11,24,49.28484152,-123.0637337,22,45,0,1,4
2003,4,17,49.28385720000001,-123.07036000000001,1,29,3,1,4
2003,10,15,49.27145082,-123.1681784,21,43,2,1,9
2003,8,23,49.26087877,-123.14348590000002,13,15,5,1,3
2003,1,2,49.27965112,-123.13658329999998,17,22,3,1,22
2003,8,2,49.27696639,-123.13243770000001,11,0,5,1,22
2003,3,26,49.276811,-123.10896890000001,11,20,2,1,1
2003,10,12,49.27397418,-123.1213354,18,40,6,1,1
2003,10,15,49.21076244,-123.13156049999999,20,19,2,1,10
2003,1,29,49.26300714,-123.1048977,18,40,2,1,11
2003,6,2,49.26924103,-123.1046634,18,47,0,1,11
2003,11,14,49.25663828,-123.10517279999999,18,36,4,1,15
2003,8,5,49.25663828,-123.10517279999999,9,20,1,1,15
2003,7,3,49.25663828,-123.10517279999999,18,30,3,1,15
2003,7,14,49.20847011,-123.1302639,22,47,0,1,10
2003,5,31,49.21073699,-123.13020120000002,19,8,5,1,10
2003,5,4,49.21073699,-123.13020120000002,12,21,6,1,10
2003,12,20,49.21711571,-123.1292567,17,30,5,1,10
2003,5,14,49.22153322,-123.12851289999999,20,51,2,1,13
2003,4,10,49.22568021,-123.12835890000001,14,45,3,1,13
2003,11,16,49.22653482,-123.1283061,20,50,6,1,13
2003,10,1,49.22653482,-123.1283061,12,45,2,1,13
2003,3,27,49.22930543,-123.1282446,17,52,3,1,13
2003,11,5,49.24143148,-123.1278364,6,35,2,1,16
2003,1,26,49.24143148,-123.1278364,19,47,6,1,16
2003,6,25,49.25352158,-123.12737290000001,19,0,2,1,16
2003,2,3,49.25711085,-123.1272172,5,6,0,1,16
2003,9,3,49.21445223,-123.1300324,19,32,2,1,10
2003,1,30,49.21445223,-123.1300324,22,8,3,1,10
2003,11,1,49.27442503,-123.208744,17,30,5,1,23
2003,9,30,49.25061588,-123.0416078,17,10,1,1,14
2003,3,22,49.28977895,-123.1294053,0,22,5,1,22
2003,1,1,49.28248538,-123.1280525,0,19,2,1,22
2003,12,19,49.27733967,-123.1201063,19,33,4,1,1
2003,5,27,49.27487919,-123.11598980000001,9,10,1,1,1
2003,7,9,49.27486251,-123.06954979999999,17,24,2,1,4
2003,9,7,49.25779666,-123.0566487,22,20,6,1,6
2003,11,6,49.24186538,-123.05812790000002,8,10,3,1,14
2003,11,4,49.24186538,-123.05812790000002,15,30,1,1,14
2003,1,9,49.24186538,-123.05812790000002,15,22,3,1,14
2003,8,1,49.21583248,-123.059347,22,0,4,1,21
2003,5,5,49.26212338,-123.0565986,14,28,0,1,6
2003,4,13,49.26212338,-123.0565986,21,11,6,1,6
2003,3,27,49.26212338,-123.0565986,19,30,3,1,6
2003,10,5,49.23282478,-123.05887279999999,23,27,6,1,21
2003,9,1,49.24578803,-123.05666240000001,18,14,0,1,6
2003,9,21,49.2847733,-123.05652830000001,18,0,6,1,4
2003,7,12,49.2847733,-123.05652830000001,13,45,5,1,4
2003,7,8,49.28659932,-123.0565304,8,30,1,1,4
2003,10,14,49.26586133,-123.12055959999999,13,3,1,1,3
2003,9,4,49.28130921,-123.0741238,13,26,3,1,4
2003,11,26,49.28870749,-123.049327,13,48,2,1,5
2003,12,24,49.28873213,-123.05455259999998,19,0,2,1,5
2003,12,24,49.21289455,-123.02511319999999,3,10,2,1,8
2003,11,20,49.22421386,-123.16399399999999,14,50,3,1,7
2003,10,26,49.24779383,-123.10750359999999,1,30,6,1,15
2003,6,22,49.27769172,-123.09991059999999,2,38,6,1,1
2003,5,23,49.27769172,-123.09991059999999,22,50,4,1,1
2003,1,20,49.27274434,-123.09994180000001,17,17,0,1,19
2003,12,1,49.2767562,-123.0999362,17,50,0,1,1
2003,7,11,49.2767562,-123.0999362,12,20,4,1,1
2003,5,19,49.2767562,-123.0999362,4,45,0,1,1
2003,11,30,49.28318807,-123.0995642,22,17,6,1,1
2003,12,6,49.23358673,-123.1015524,13,37,5,1,15
2003,12,17,49.28134395,-123.099698,7,10,2,1,1
2003,9,29,49.28134395,-123.099698,9,57,0,1,1
2003,1,30,49.28134395,-123.099698,12,0,3,1,1
2003,1,16,49.28134395,-123.099698,8,25,3,1,1
2003,10,7,49.24935582,-123.10106259999999,11,37,1,1,15
2003,10,29,49.25462713,-123.10093590000001,13,23,2,1,15
2003,1,21,49.25839595,-123.10113600000001,15,52,1,1,11
2003,11,18,49.26019497,-123.1011672,16,40,1,1,11
2003,1,8,49.24233029,-123.1702227,15,40,2,1,2
2003,3,14,49.26407477,-123.168167,19,10,4,1,9
2003,7,25,49.25774183,-123.1683791,8,45,4,1,9
2003,3,27,49.27145082,-123.1681784,11,38,3,1,9
2003,2,10,49.26233858,-123.1682436,8,36,0,1,9
2003,10,8,49.26348301,-123.0284925,21,45,2,1,5
2003,3,18,49.26559797,-123.0237104,17,20,1,1,14
2003,9,30,49.26857977,-123.0996997,9,1,1,1,11
2003,5,23,49.25081388,-123.1275034,9,15,4,1,16
2003,10,19,49.21917009,-123.1261311,17,20,6,1,10
2003,5,5,49.22471820000001,-123.04261609999999,15,25,0,1,8
2003,4,4,49.23288623,-123.0417165,16,19,4,1,8
2003,8,14,49.26938621,-123.1377647,19,29,3,1,3
2003,9,29,49.28117259,-123.06169399999999,18,15,0,1,4
2003,9,20,49.20947118,-123.0773251,9,0,5,1,20
2003,6,20,49.23273312,-123.077073,16,44,4,1,6
2003,12,12,49.24643342,-123.07624240000001,6,12,4,1,6
2003,5,16,49.27209423,-123.0657243,15,45,4,1,4
2003,2,1,49.27209423,-123.0657243,12,0,5,1,4
2003,7,21,49.23593539,-123.04233719999999,6,50,0,1,14
2003,7,18,49.23593539,-123.04233719999999,15,21,4,1,14
2003,12,24,49.24695968,-123.0690297,15,0,2,1,6
2003,10,17,49.24695968,-123.0690297,19,20,4,1,6
2003,7,15,49.232035499999995,-123.02927109999999,16,55,1,1,8
2003,10,12,49.25013056,-123.076097,23,0,6,1,6
2003,1,6,49.25013056,-123.076097,12,5,0,1,6
2003,8,4,49.23416549,-123.0359345,2,0,0,1,14
2003,6,3,49.23416549,-123.0359345,7,45,1,1,14
2003,5,14,49.23416549,-123.0359345,15,9,2,1,14
2003,5,1,49.23416549,-123.0359345,22,0,3,1,14
2003,4,5,49.25294216,-123.0818041,13,40,5,1,6
2003,5,16,49.24848686,-123.0723158,14,29,4,1,6
2003,7,14,49.25987507,-123.09657620000002,6,49,0,1,11
2003,10,10,49.26196918,-123.09866940000002,15,28,4,1,11
2003,9,25,49.24893596,-123.0733608,18,40,3,1,6
2003,3,11,49.24578277,-123.0665412,23,40,1,1,6
2003,1,29,49.2793013,-123.0896159,4,45,2,1,19
2003,7,9,49.24003205,-123.03012759999999,9,0,2,1,14
2003,6,15,49.23416549,-123.0359345,14,30,6,1,14
2003,4,9,49.23416549,-123.0359345,8,45,2,1,14
2003,8,11,49.23641501,-123.03360090000001,12,42,0,1,14
2003,9,26,49.22926262,-123.03740060000001,5,50,4,1,8
2003,5,17,49.28351319,-123.133899,23,52,5,1,22
2003,7,16,49.28772120000001,-123.12747479999999,12,30,2,1,22
2003,9,12,49.28527776,-123.11584920000001,9,35,4,1,1
2003,12,29,49.28312455,-123.11915790000002,8,58,0,1,1
2003,12,12,49.27779983,-123.1272017,22,12,4,1,1
2003,12,24,49.27627495,-123.131391,15,49,2,1,1
2003,3,4,49.27945560000001,-123.12660100000001,17,27,1,1,1
2003,9,27,49.27842979,-123.1184591,3,9,5,1,1
2003,7,26,49.27733967,-123.1201063,9,43,5,1,1
2003,10,1,49.26355929,-123.1360991,19,55,2,1,3
2003,8,4,49.26355929,-123.1360991,15,56,0,1,3
2003,5,24,49.26355929,-123.1360991,7,0,5,1,3
2003,2,28,49.2799362,-123.11426920000001,10,23,4,1,1
2003,5,25,49.27419776,-123.13078059999998,15,46,6,1,1
2003,2,11,49.27536247,-123.126893,12,15,1,1,1
2003,5,27,49.28464909,-123.1148577,13,59,1,1,1
2003,9,7,49.24950519,-123.13909720000001,15,59,6,1,16
2003,7,17,49.26617407,-123.13847050000001,22,30,3,1,3
2003,8,19,49.21050907,-123.1404706,18,26,1,1,10
2003,8,28,49.21136365,-123.14044550000001,17,30,3,1,10
2003,8,25,49.26676777,-123.1384584,13,42,0,1,3
2003,9,3,49.23536407,-123.13959320000001,19,13,2,1,16
2003,5,2,49.24088746,-123.139334,15,40,4,1,16
2003,12,6,49.24188595,-123.13932309999998,19,30,5,1,16
2003,9,19,49.24188595,-123.13932309999998,21,48,4,1,16
2003,4,15,49.24188595,-123.13932309999998,18,33,1,1,16
2003,8,5,49.25705253,-123.13880230000001,10,5,1,1,16
2003,5,18,49.25891462,-123.1387388,20,10,6,1,3
2003,4,9,49.26079466,-123.13870279999999,4,0,2,1,3
2003,6,17,49.2474092,-123.1391737,4,15,1,1,16
2003,3,23,49.2474092,-123.1391737,3,15,6,1,16
2003,2,9,49.27127565,-123.0657507,18,46,6,1,4
2003,8,20,49.25813085,-123.02854440000002,7,42,2,1,14
2003,6,20,49.25812042,-123.0338767,22,35,4,1,14
2003,11,27,49.25818885,-123.04429409999999,0,21,3,1,14
2003,10,25,49.25818885,-123.04429409999999,19,20,5,1,14
2003,12,15,49.27670483,-123.096884,17,46,0,1,19
2003,5,17,49.28130986,-123.09747050000001,12,10,5,1,19
2003,4,22,49.28130986,-123.09747050000001,20,38,1,1,19
2003,1,21,49.28130986,-123.09747050000001,21,54,1,1,19
2003,4,7,49.21826764,-123.0909473,13,30,0,1,20
2003,3,14,49.21826764,-123.0909473,18,38,4,1,20
2003,4,24,49.22543705,-123.09071329999999,10,30,3,1,20
2003,3,18,49.22543705,-123.09071329999999,12,45,1,1,20
2003,8,19,49.23098721,-123.0906135,16,6,1,1,20
2003,5,23,49.23098721,-123.0906135,8,15,4,1,20
2003,6,24,49.24661227,-123.09020249999999,17,50,1,1,15
2003,1,25,49.25008448,-123.09012630000001,20,37,5,1,15
2003,2,24,49.28218408,-123.0703851,15,7,0,1,4
2003,10,18,49.269791399999995,-123.1374221,12,30,5,1,3
2003,10,17,49.27577095,-123.11475449999999,9,45,4,1,1
2003,4,30,49.27576488,-123.1020514,19,40,2,1,1
2003,3,17,49.27804595,-123.1061669,17,0,0,1,1
2003,11,21,49.22592748,-123.05468940000002,9,35,4,1,21
2003,1,11,49.23756097,-123.0488227,22,39,5,1,14
2003,8,11,49.28027707,-123.0704374,13,23,0,1,4
2003,9,28,49.28044217,-123.102281,8,55,6,1,1
2003,11,28,49.24887555,-123.1050051,14,55,4,1,15
2003,4,7,49.24877112,-123.10107509999999,21,15,0,1,15
2003,10,8,49.24851136,-123.07619070000001,11,28,2,1,6
2003,10,13,49.28115154,-123.0493469,16,11,0,1,5
2003,2,10,49.28118952,-123.0636465,16,20,0,1,4
2003,10,17,49.28115368,-123.04403959999999,15,50,4,1,5
2003,10,17,49.28115368,-123.04403959999999,5,58,4,1,5
2003,4,25,49.28115368,-123.04403959999999,21,33,4,1,5
2003,3,2,49.28115368,-123.04403959999999,20,44,6,1,5
2003,12,12,49.28123225,-123.093428,18,30,4,1,19
2003,10,29,49.28123225,-123.093428,23,3,2,1,19
2003,1,1,49.28123225,-123.093428,6,15,2,1,19
2003,11,5,49.28130986,-123.09747050000001,10,55,2,1,19
2003,10,2,49.28134324,-123.0771075,13,30,3,1,19
2003,6,22,49.28134324,-123.0771075,10,52,6,1,19
2003,4,9,49.2822885,-123.0996311,16,16,2,1,1
2003,3,21,49.28220214,-123.0953685,11,15,4,1,19
2003,8,22,49.2618886,-123.03653190000001,12,42,4,1,14
2003,12,31,49.26189847,-123.0336594,20,28,2,1,14
2003,4,9,49.26189847,-123.0336594,11,57,2,1,14
2003,10,7,49.26212338,-123.0565986,22,35,1,1,6
2003,9,25,49.26212338,-123.0565986,7,35,3,1,6
2003,7,25,49.26212338,-123.0565986,2,37,4,1,6
2003,5,30,49.26212338,-123.0565986,7,55,4,1,6
2003,4,28,49.26212338,-123.0565986,12,0,0,1,6
2003,6,10,49.26225552,-123.0620415,13,43,1,1,6
2003,3,6,49.26286796,-123.09953700000001,2,10,3,1,11
2003,5,28,49.262512,-123.0949595,18,0,2,1,11
2003,8,28,49.26338313,-123.08523000000001,16,0,3,1,11
2003,2,3,49.26459377,-123.1009975,22,31,0,1,11
2003,12,17,49.26416709,-123.06976850000001,7,25,2,1,4
2003,7,11,49.26423413,-123.07749309999998,10,37,4,1,11
2003,10,15,49.26552762,-123.10286869999999,22,17,2,1,11
2003,8,20,49.26519532,-123.07940520000001,17,0,2,1,11
2003,7,30,49.21218341,-123.1055453,15,47,2,1,20
2003,4,27,49.21320961,-123.09428829999999,14,56,6,1,20
2003,8,6,49.21462563,-123.07709979999998,8,0,2,1,20
2003,7,3,49.21819988,-123.0854407,18,0,3,1,20
2003,3,11,49.21819262,-123.08306499999999,14,40,1,1,20
2003,8,6,49.21846539,-123.10189220000001,16,20,2,1,20
2003,12,9,49.21826764,-123.0909473,17,40,1,1,20
2003,9,24,49.21826764,-123.0909473,17,55,2,1,20
2003,12,27,49.22026362,-123.0658753,23,16,5,1,21
2003,10,16,49.22011594,-123.03239509999999,15,14,3,1,8
2003,8,19,49.2204183,-123.0775207,12,30,1,1,20
2003,10,10,49.22019262,-123.0451527,8,24,4,1,8
2003,8,19,49.22017941,-123.0548754,7,47,1,1,21
2003,5,29,49.22271138,-123.0908456,14,54,3,1,20
2003,10,9,49.22356593,-123.09084720000001,8,53,3,1,20
2003,10,3,49.2246309,-123.09755120000001,16,15,4,1,20
2003,12,19,49.22470833,-123.10164409999999,19,36,4,1,20
2003,4,24,49.2246316,-123.03227439999999,22,23,3,1,8
